,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,NINQ,CLNO
49,0,8.006700845440367,10.757924157061597,10.94024216782542,0,2,3.091042453358316,0.0,0.0,0.0,3.044522437723423
50,1,8.03947991910045,10.586331840100176,10.494075844768336,0,5,0.9162907318741551,0.0,0.0,0.6931471805599453,2.70805020110221
51,0,8.03947991910045,10.645448706505872,11.161962746590705,1,5,0.0,0.0,0.0,0.0,2.833213344056216
52,0,8.071218539969863,11.12503992676089,11.219453329072806,0,3,2.3978952727983707,0.0,0.6931471805599453,0.0,3.258096538021482
53,1,8.071218539969863,10.791461111028502,11.0186455364637,0,4,3.367295829986474,0.0,1.6094379124341003,0.6931471805599453,3.258096538021482
54,1,8.071218539969863,10.211009016314167,10.617294835792377,0,5,0.0,0.0,0.0,0.0,2.0794415416798357
55,1,8.071218539969863,10.896757843893464,11.079847609826162,0,5,0.6931471805599453,0.0,0.0,1.3862943611198906,3.091042453358316
56,0,8.071218539969863,11.223441770571819,11.376727663492234,0,4,2.0794415416798357,0.0,0.0,0.0,2.5649493574615367
57,1,8.071218539969863,10.050181931686932,0.0,0,3,3.044522437723423,0.0,1.0986122886681098,0.0,2.302585092994046
58,1,8.101980731853192,11.748329547854937,11.809527634796568,0,0,2.302585092994046,0.6931471805599453,0.0,0.0,3.6109179126442243
59,1,8.101980731853192,11.779274089016859,12.009558853715383,1,5,2.302585092994046,0.0,1.9459101490553132,0.0,3.5263605246161616
60,1,8.131824785007195,10.518700218288165,10.859018228147887,0,2,1.0986122886681098,0.0,0.6931471805599453,0.0,1.9459101490553132
61,1,8.160803920954665,10.05195066017375,10.562741802072889,0,5,2.4849066497880004,0.0,0.0,0.0,2.70805020110221
62,1,8.160803920954665,9.873079890114703,9.927936232938437,0,5,1.791759469228055,0.0,0.0,0.0,2.302585092994046
63,1,8.188966863648876,11.028173613375584,11.031674824544641,0,4,2.3978952727983707,0.0,0.0,0.0,2.833213344056216
64,1,8.188966863648876,10.643064971973882,10.86839700531273,0,3,1.3862943611198906,0.0,0.0,1.0986122886681098,1.6094379124341003
65,0,8.188966863648876,11.3350062038375,11.624475784206961,0,4,1.9459101490553132,0.0,0.0,0.6931471805599453,3.367295829986474
66,0,8.188966863648876,11.023991787620336,11.244849922157366,0,3,2.302585092994046,0.0,1.0986122886681098,0.0,3.258096538021482
67,0,8.188966863648876,11.519841494011958,11.65045883897405,0,2,1.9459101490553132,0.0,0.0,0.0,2.70805020110221
68,1,8.188966863648876,10.789484011776683,11.0186455364637,1,2,2.6390573296152584,0.6931471805599453,1.6094379124341003,0.0,2.8903717578961645
69,0,8.188966863648876,10.865477963661274,11.066482100133506,0,2,3.044522437723423,0.0,0.0,0.0,3.044522437723423
70,1,8.216358332386156,9.790206866077162,9.959158749906589,0,5,1.791759469228055,0.0,0.0,0.6931471805599453,2.302585092994046
71,1,8.24301946898925,9.859326656750358,11.4895851875623,0,3,0.9555114450274363,0.6931471805599453,1.9459101490553132,0.6931471805599453,3.258096538021482
72,0,8.24301946898925,10.843123648405275,11.058165065137187,0,2,3.044522437723423,0.0,0.0,0.0,3.044522437723423
73,0,8.24301946898925,10.645448706505872,11.200814078595274,1,5,0.0,0.0,0.0,0.0,2.833213344056216
74,0,8.24301946898925,9.353921100453707,10.737396175804315,0,1,0.0,0.0,0.0,0.0,2.4849066497880004
75,1,8.268988209506656,10.30551341989678,10.735548489776468,0,5,2.4849066497880004,0.0,0.0,0.0,2.70805020110221
76,1,8.268988209506656,9.581972891547895,10.003016095251029,0,5,1.5040773967762742,0.0,0.6931471805599453,1.791759469228055,2.1972245773362196
77,0,8.268988209506656,10.874758772735746,11.050905878263567,1,4,2.1972245773362196,0.0,1.6094379124341003,0.6931471805599453,3.4657359027997265
78,0,8.268988209506656,11.534138861369426,11.684716772791003,0,2,1.0986122886681098,0.0,0.0,0.0,2.6390573296152584
79,1,8.268988209506656,9.961803629358965,10.571342565808699,1,3,1.6094379124341003,0.0,0.6931471805599453,1.0986122886681098,2.70805020110221
80,0,8.294299608857235,11.563285824309178,11.633149962276597,0,2,0.6931471805599453,0.0,0.0,0.0,2.6390573296152584
81,0,8.294299608857235,10.906762994377685,11.031302593012333,0,2,3.091042453358316,0.0,0.0,0.0,2.995732273553991
82,1,8.294299608857235,10.645448706505872,11.297377990277647,0,5,0.9162907318741551,0.0,1.0986122886681098,1.3862943611198906,2.5649493574615367
83,1,8.294299608857235,10.187650941676283,10.372271688502106,0,2,2.4849066497880004,0.0,0.0,0.0,2.1972245773362196
84,1,8.294299608857235,9.741027444837728,10.859248966318772,0,4,3.1354942159291497,1.3862943611198906,0.6931471805599453,0.6931471805599453,2.302585092994046
85,1,8.294299608857235,10.294278858410499,10.524090921620362,1,5,1.9459101490553132,0.0,0.0,0.6931471805599453,3.295836866004329
86,1,8.294299608857235,10.638280388314705,11.247995912964422,0,5,0.4054651081081644,0.0,1.3862943611198906,0.0,2.772588722239781
87,1,8.294299608857235,10.968215530759236,11.148232750152198,0,5,1.5040773967762742,0.0,0.6931471805599453,0.0,2.9444389791664403
88,1,8.294299608857235,8.648396877031582,9.798182590890704,1,5,0.0,0.0,0.0,0.0,2.8903717578961645
89,1,8.294299608857235,10.714439990727769,10.974231775528432,0,3,1.5040773967762742,0.0,0.0,1.3862943611198906,2.833213344056216
90,1,8.294299608857235,8.853808274977197,9.681655640646714,0,5,2.9444389791664403,0.0,0.6931471805599453,1.0986122886681098,3.1780538303479458
91,0,8.294299608857235,11.097425172408931,11.277848492778984,0,5,1.0296194171811581,1.0986122886681098,0.0,0.6931471805599453,1.9459101490553132
92,0,8.294299608857235,10.645448706505872,10.731187478961756,0,5,0.0,0.0,0.0,0.0,0.0
93,0,8.294299608857235,11.034905792929415,11.264476926102367,0,5,1.6094379124341003,0.0,0.0,0.0,2.772588722239781
94,0,8.294299608857235,11.07039691512464,11.066497727453186,0,0,1.791759469228055,1.0986122886681098,0.0,0.6931471805599453,3.1780538303479458
95,1,8.294299608857235,11.211833885608513,11.440365524765756,0,4,1.2809338454620642,0.6931471805599453,1.3862943611198906,0.0,2.302585092994046
96,1,8.294299608857235,10.915106645867503,10.985309671896763,1,5,2.5649493574615367,1.0986122886681098,0.0,0.0,3.1354942159291497
97,0,8.294299608857235,11.121747803470134,11.298481462607533,0,3,2.4849066497880004,0.0,0.6931471805599453,0.0,3.258096538021482
98,0,8.294299608857235,11.120386453748198,11.182558552867995,0,3,2.3978952727983707,0.0,1.0986122886681098,0.0,3.258096538021482
99,1,8.31898612539206,10.645448706505872,9.859169871885003,0,5,0.0,0.0,0.0,0.0,2.995732273553991
100,1,8.31898612539206,10.97679912709094,11.082157933374816,0,5,2.1972245773362196,0.6931471805599453,1.0986122886681098,1.0986122886681098,2.772588722239781
101,0,8.31898612539206,10.968077592589802,11.063477120879142,1,4,2.0794415416798357,0.0,1.6094379124341003,0.6931471805599453,3.4657359027997265
102,0,8.343077871169383,10.942792060305427,10.98899771532591,0,2,2.995732273553991,0.0,0.0,0.6931471805599453,3.044522437723423
103,1,8.343077871169383,10.457401400981889,10.824288099888111,0,5,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,1.791759469228055
104,0,8.343077871169383,11.12285622984002,11.251573687764477,1,0,1.6094379124341003,0.0,0.0,0.0,3.4657359027997265
105,0,8.343077871169383,10.691967639914864,10.916650879371755,1,5,1.9459101490553132,0.0,0.6931471805599453,0.0,2.833213344056216
106,0,8.343077871169383,11.101537853410294,11.32604151627633,0,5,1.3862943611198906,0.0,0.0,0.0,2.772588722239781
107,0,8.343077871169383,10.82410889377073,10.977499724336004,0,2,2.995732273553991,0.0,0.0,0.0,2.995732273553991
108,0,8.366602832783736,11.173346407174245,11.273385727844461,1,0,1.3862943611198906,0.0,0.0,0.0,3.4657359027997265
109,0,8.366602832783736,11.139191555023517,11.28794272338199,0,5,1.9459101490553132,0.0,0.0,0.0,2.70805020110221
110,0,8.366602832783736,11.184726906881156,11.290131852420307,0,5,1.0986122886681098,1.0986122886681098,0.0,0.0,1.791759469228055
111,0,8.38958706681109,10.896183615612689,11.064605046555634,1,4,2.0794415416798357,0.0,1.3862943611198906,0.0,3.4339872044851463
112,0,8.38958706681109,10.645448706505872,11.006274448725538,1,5,0.0,0.0,0.0,0.0,2.833213344056216
113,1,8.38958706681109,10.879781536746092,11.067809551232273,1,2,2.70805020110221,0.6931471805599453,1.3862943611198906,0.0,2.8903717578961645
114,0,8.412054873292933,11.099347536751514,11.27831643554674,0,5,1.6094379124341003,0.6931471805599453,0.0,0.0,2.772588722239781
115,0,8.412054873292933,10.645448706505872,11.253934504509804,1,5,0.0,0.0,0.0,0.0,2.833213344056216
116,1,8.412054873292933,10.571342565808699,11.097425172408931,0,5,0.6931471805599453,0.0,0.0,0.6931471805599453,2.995732273553991
117,0,8.412054873292933,11.17160348734305,11.280337454828018,0,5,1.6094379124341003,0.0,0.0,0.0,2.70805020110221
118,0,8.412054873292933,10.645448706505872,10.800493522998416,0,5,0.0,0.0,0.0,0.0,0.0
119,1,8.412054873292933,10.950824090522445,0.0,0,5,1.791759469228055,0.0,0.0,0.6931471805599453,2.6390573296152584
120,1,8.412054873292933,10.439542230347895,10.736418414365376,0,3,1.5040773967762742,0.0,0.6931471805599453,1.0986122886681098,3.1354942159291497
121,1,8.412054873292933,11.105227866709349,11.373674891823535,1,4,2.3978952727983707,0.0,1.6094379124341003,0.0,3.5553480614894135
122,0,8.412054873292933,10.725489582719506,10.819798284210286,0,5,1.9459101490553132,0.0,0.0,0.0,2.9444389791664403
123,1,8.412054873292933,11.678448377988165,11.897309929467154,0,4,1.7047480922384253,1.0986122886681098,0.0,0.6931471805599453,3.044522437723423
124,1,8.412054873292933,11.407576060361786,11.569315250157509,0,5,1.9459101490553132,1.0986122886681098,1.3862943611198906,1.3862943611198906,2.3978952727983707
125,0,8.45553053102413,11.125997477860475,11.484587716938472,1,3,1.0986122886681098,0.0,0.0,0.0,3.2188758248682006
126,0,8.45553053102413,11.18241939532752,11.39151460671592,0,5,1.0986122886681098,1.0986122886681098,0.0,0.0,1.791759469228055
127,0,8.45553053102413,10.895238199420143,10.993933251871177,1,5,1.9459101490553132,0.0,0.0,0.0,2.772588722239781
128,1,8.45553053102413,10.801634680173994,10.972310512393486,0,4,0.09531017980432493,0.0,0.0,1.0986122886681098,2.8903717578961645
129,0,8.45553053102413,11.385398864583088,11.657086413168118,0,4,1.9459101490553132,0.0,0.0,0.0,3.332204510175204
130,1,8.45553053102413,10.199918739620157,10.714439990727769,0,4,2.302585092994046,0.6931471805599453,1.0986122886681098,0.6931471805599453,2.833213344056216
131,0,8.476579508530941,11.117182939010187,11.484443682534579,1,3,1.3862943611198906,0.0,0.0,0.0,3.1780538303479458
132,0,8.476579508530941,10.934320518782949,11.05252359098076,1,4,2.302585092994046,0.0,1.3862943611198906,0.6931471805599453,3.4339872044851463
133,0,8.476579508530941,11.295801260980769,11.388982244275054,0,4,2.0794415416798357,0.0,0.0,0.0,2.4849066497880004
134,0,8.497194544909547,10.980007594729422,11.056414400305043,1,4,2.302585092994046,0.0,1.3862943611198906,1.0986122886681098,3.4657359027997265
135,0,8.497194544909547,11.095499105462787,11.41209909894687,1,3,1.0986122886681098,0.0,0.0,0.0,3.1780538303479458
136,1,8.497194544909547,10.150269502415737,10.044639832292011,0,5,1.791759469228055,0.0,0.0,0.0,2.1972245773362196
137,0,8.497194544909547,11.12424372489641,11.34605590873519,0,5,1.6094379124341003,0.0,0.0,0.0,2.772588722239781
138,1,8.497194544909547,10.691967639914864,10.997857521946106,0,5,2.3978952727983707,0.0,0.0,1.3862943611198906,2.6390573296152584
139,0,8.497194544909547,10.645448706505872,10.255499139910203,0,5,0.0,0.0,0.0,0.0,2.833213344056216
140,0,8.497194544909547,12.04934280920306,12.410241306879119,1,0,0.0,0.0,0.0,0.0,3.1354942159291497
141,1,8.497194544909547,11.090980303698112,11.093995105908494,0,5,1.9459101490553132,0.6931471805599453,1.0986122886681098,0.6931471805599453,2.70805020110221
142,0,8.497194544909547,10.958879138749674,11.13451602888549,1,4,2.1972245773362196,0.0,1.6094379124341003,0.0,3.4339872044851463
143,0,8.497194544909547,10.645448706505872,11.152056022121888,1,5,0.0,0.0,0.0,0.0,2.833213344056216
144,0,8.517393171418904,10.645448706505872,10.458722329269523,0,5,0.0,0.0,0.0,0.0,2.833213344056216
145,0,8.517393171418904,10.768063848723605,11.029893332154973,1,5,1.791759469228055,0.0,0.0,0.0,2.833213344056216
146,0,8.517393171418904,11.11005698270933,11.375604042103179,0,5,1.6094379124341003,0.0,0.0,0.0,2.772588722239781
147,0,8.517393171418904,9.430118265814091,10.886483207204273,0,1,0.0,0.0,0.0,0.0,2.5649493574615367
148,0,8.517393171418904,11.408231393855562,11.641450597158514,0,4,2.0794415416798357,0.0,0.0,0.0,3.367295829986474
149,1,8.517393171418904,10.013283218359012,10.460270761075149,0,5,2.3978952727983707,0.0,0.0,0.6931471805599453,1.791759469228055
150,1,8.517393171418904,10.596659732783579,11.163382173096926,0,3,0.3364722366212129,0.0,0.0,1.0986122886681098,2.1972245773362196
151,1,8.517393171418904,11.52171670849956,11.539577132967588,0,3,1.791759469228055,0.0,0.6931471805599453,0.0,2.833213344056216
152,1,8.517393171418904,10.34177474101152,10.765343217715396,0,4,2.5649493574615367,0.0,0.0,0.0,2.833213344056216
153,1,8.517393171418904,11.052888008036343,11.748005492256807,0,2,1.3862943611198906,0.0,0.0,0.0,2.70805020110221
154,1,8.517393171418904,11.51293546492023,11.772936963854121,0,3,2.6390573296152584,0.0,0.0,0.0,2.833213344056216
155,1,8.517393171418904,10.645448706505872,11.790564777297387,0,5,2.917770732084279,0.0,1.0986122886681098,0.0,2.70805020110221
156,1,8.517393171418904,10.645448706505872,9.116139576577355,0,5,0.6931471805599453,0.0,0.0,1.0986122886681098,2.1972245773362196
157,1,8.517393171418904,10.440010162389305,10.836261683668637,0,5,1.9459101490553132,0.0,0.0,0.6931471805599453,2.302585092994046
158,1,8.517393171418904,10.645448706505872,11.174343003389657,0,5,2.3978952727983707,0.0,0.0,0.6931471805599453,2.5649493574615367
159,1,8.517393171418904,11.719947764402807,11.967187086434018,0,3,2.302585092994046,0.0,0.0,0.0,2.833213344056216
160,1,8.517393171418904,9.717218213494077,10.136621037879685,0,5,1.9459101490553132,0.0,0.0,0.6931471805599453,1.3862943611198906
161,1,8.517393171418904,10.645448706505872,10.859018228147887,0,5,0.0,0.0,0.6931471805599453,0.0,1.9459101490553132
162,1,8.517393171418904,10.030164255362632,10.440740868137397,0,5,1.6094379124341003,0.0,0.0,1.3862943611198906,2.302585092994046
163,1,8.517393171418904,8.699681400989514,10.560385600420952,0,1,2.0794415416798357,0.0,0.6931471805599453,1.3862943611198906,3.7612001156935624
164,1,8.517393171418904,10.645448706505872,11.218567827096358,0,5,2.995732273553991,0.0,0.0,0.0,2.833213344056216
165,1,8.517393171418904,10.645448706505872,11.452325842841299,0,5,2.995732273553991,0.0,0.0,0.0,2.833213344056216
166,0,8.517393171418904,11.199952934587492,11.37940550085183,1,5,0.6931471805599453,0.0,0.0,1.0986122886681098,2.3978952727983707
167,0,8.517393171418904,11.191590085889484,11.365016929029293,1,3,2.995732273553991,0.0,0.6931471805599453,0.6931471805599453,3.2188758248682006
168,0,8.517393171418904,10.167312288457342,10.463131911491967,0,4,2.5649493574615367,0.0,0.0,0.0,2.6390573296152584
169,0,8.517393171418904,10.571342565808699,10.826575133410556,0,2,2.3978952727983707,0.0,0.0,0.0,2.995732273553991
170,0,8.517393171418904,10.645448706505872,10.186822690744211,1,5,0.9932517730102834,0.0,0.0,0.6931471805599453,2.70805020110221
171,0,8.517393171418904,11.162956556656031,11.263296757919722,1,5,1.791759469228055,0.0,0.0,0.0,2.833213344056216
172,0,8.517393171418904,10.645448706505872,10.501664495504846,0,5,1.3862943611198906,0.0,0.0,0.6931471805599453,3.295836866004329
173,0,8.517393171418904,11.214869772090887,11.403568083586686,1,4,0.26236426446749106,0.0,0.0,0.0,2.833213344056216
174,0,8.517393171418904,10.645448706505872,11.088292827848269,0,2,0.9162907318741551,0.0,0.0,0.0,1.6094379124341003
175,1,8.517393171418904,10.645448706505872,10.53212287826962,0,5,0.0,0.0,1.3862943611198906,2.3978952727983707,1.791759469228055
176,0,8.517393171418904,11.271694314857363,11.49782197939291,1,4,3.2188758248682006,0.0,0.0,1.3862943611198906,2.70805020110221
177,0,8.517393171418904,11.000448478455008,11.299744620670225,1,4,2.772588722239781,0.0,0.0,0.6931471805599453,2.9444389791664403
178,1,8.517393171418904,9.227394126542011,10.196530231230005,0,2,2.6390573296152584,1.3862943611198906,1.9459101490553132,0.0,3.2188758248682006
179,1,8.517393171418904,11.275860458314973,11.321777065973317,0,3,2.833213344056216,0.0,0.0,0.6931471805599453,3.5553480614894135
180,1,8.517393171418904,11.3523575721385,11.589340060535871,0,3,1.9459101490553132,1.791759469228055,1.3862943611198906,1.791759469228055,3.367295829986474
181,1,8.517393171418904,11.127277689932466,11.233436404613535,1,4,0.09531017980432493,0.0,0.0,0.0,3.4339872044851463
182,1,8.517393171418904,11.178459215011753,11.35159406537374,1,4,0.8754687373538999,0.0,0.6931471805599453,0.0,2.6390573296152584
183,1,8.517393171418904,10.239995502805316,10.513551992534897,1,5,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,1.9459101490553132
184,1,8.517393171418904,10.596659732783579,10.388410581979008,0,5,2.1972245773362196,1.3862943611198906,1.0986122886681098,0.6931471805599453,2.833213344056216
185,1,8.517393171418904,11.31140885626878,0.0,1,4,2.70805020110221,0.6931471805599453,1.0986122886681098,1.0986122886681098,2.8903717578961645
186,0,8.517393171418904,10.70716934002763,10.991645383300378,0,2,2.3978952727983707,0.0,0.0,0.0,2.995732273553991
187,1,8.517393171418904,11.03488966402723,11.225540681656986,0,5,1.791759469228055,0.0,0.0,0.0,3.1780538303479458
188,0,8.517393171418904,11.291705063217867,11.485307577933556,1,5,0.6931471805599453,0.0,0.0,1.0986122886681098,2.3978952727983707
189,0,8.517393171418904,11.138086550403825,11.445031988926578,1,3,1.3862943611198906,0.0,0.0,0.0,3.1780538303479458
190,0,8.517393171418904,10.843690104456597,10.920907862260288,1,5,1.791759469228055,0.0,0.6931471805599453,0.0,2.772588722239781
191,1,8.517393171418904,10.75143520176483,11.35279192346511,0,5,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0,2.70805020110221
192,0,8.517393171418904,10.645448706505872,10.742508395585617,0,5,1.0986122886681098,0.0,0.0,0.0,3.295836866004329
193,0,8.517393171418904,11.10399435721889,11.324424857099558,0,5,1.0986122886681098,0.0,0.0,0.0,2.70805020110221
194,0,8.537191877922927,12.09918874789279,12.43703753031683,1,0,0.0,0.0,0.0,0.0,3.1354942159291497
195,0,8.537191877922927,11.357253628771032,11.655656907057216,0,4,2.0794415416798357,0.0,0.0,0.6931471805599453,3.367295829986474
196,0,8.537191877922927,11.196734172605947,11.298394716754242,0,5,0.6931471805599453,0.6931471805599453,0.0,0.0,1.9459101490553132
197,1,8.537191877922927,10.333840376152072,10.752270024627522,0,5,2.3978952727983707,0.0,0.0,0.0,2.8903717578961645
198,0,8.537191877922927,10.645448706505872,10.193017915845527,1,5,0.6931471805599453,0.0,0.0,0.0,2.70805020110221
199,0,8.537191877922927,11.37663598660735,11.706706114853077,0,4,1.9459101490553132,0.0,0.0,0.0,3.367295829986474
200,0,8.537191877922927,10.645448706505872,10.25033435815588,1,5,1.0986122886681098,0.0,0.0,0.6931471805599453,2.70805020110221
201,1,8.537191877922927,9.200391041122515,10.323906952426103,0,5,2.4849066497880004,0.0,0.0,0.0,1.0986122886681098
202,0,8.537191877922927,11.440365524765756,11.668868822704118,0,5,2.3978952727983707,0.0,0.0,1.0986122886681098,3.9318256327243257
203,1,8.537191877922927,9.648659816955295,10.434145214930487,1,5,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,2.6390573296152584
204,1,8.537191877922927,11.770045231839369,11.862708715651113,0,0,2.0794415416798357,0.6931471805599453,0.0,0.0,3.6109179126442243
205,0,8.537191877922927,11.109982174405573,11.377815684489567,0,5,0.0,1.0986122886681098,0.0,0.0,1.9459101490553132
206,0,8.537191877922927,11.210238039877497,11.472436748240094,1,5,0.0,0.0,0.0,0.6931471805599453,2.3978952727983707
207,0,8.537191877922927,11.212792872127883,11.483136136159477,1,5,0.0,0.0,0.0,1.0986122886681098,2.302585092994046
208,0,8.537191877922927,11.046164572366338,11.287090795844527,0,5,1.0986122886681098,0.0,0.0,0.0,2.772588722239781
209,0,8.556606193773073,10.645448706505872,10.503038084358488,1,5,1.0986122886681098,0.0,0.0,0.6931471805599453,2.70805020110221
210,0,8.556606193773073,11.112462823634855,11.251573687764477,0,5,2.302585092994046,0.0,0.6931471805599453,0.0,3.258096538021482
211,0,8.556606193773073,10.669885194835667,10.88784806331167,0,2,2.4849066497880004,0.0,0.0,0.0,2.995732273553991
212,0,8.556606193773073,9.852246888342531,10.165890277802454,1,5,0.0,0.6931471805599453,0.0,2.3978952727983707,2.0794415416798357
213,1,8.556606193773073,10.645448706505872,9.15915233520675,1,5,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098
